dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,Russia (Sudzha)
23.03.2023,265.1,92.2,67.3,35.5,9.6,71.7,304,845.4,,37.9,,29.4,
24.03.2023,269.7,90.6,64.3,35.6,4.3,71.4,359.1,895,,38.3,,26,
25.03.2023,260,90.5,56.4,34.8,4.3,52.9,335.5,834.4,,32.9,,23.5,
26.03.2023,268.1,90.6,56.9,34.8,4.3,61.4,320.5,836.6,,33.6,,23.4,
27.03.2023,270.1,91,63.2,34.8,10.7,70.4,349.2,889.4,,36.4,,26.8,
28.03.2023,270.2,91.2,67.4,35.7,10.7,76,319.2,870.4,,39,,28.4,
29.03.2023,244.9,91.2,68.5,35.8,10.1,74.4,343.1,867.8,,38.9,,29.5,
30.03.2023,271.9,89.3,65.6,35.8,10.1,70.5,355.2,898.4,,38.2,,27.4,
31.03.2023,273,88.8,62.6,35.7,10.1,69,334.4,873.5,,38.3,,24.3,
01.04.2023,271,97.1,61.4,35.4,8.5,90.2,315.9,879.5,,33.8,,27.6,
02.04.2023,270.8,98.2,62.6,33.3,8.5,92.1,337.7,903.1,,33.8,,28.8,
03.04.2023,267.6,102.7,66.1,35.5,8.5,94.1,383.4,957.9,,36.1,,30.1,
04.04.2023,273.6,114.2,74.7,35.5,8.5,94.7,376.4,977.6,,38.4,,36.3,
05.04.2023,273.4,115.9,78.2,37.1,10.1,98.8,388.8,1002.2,,38.2,,40,
06.04.2023,272.6,115.6,81.6,35.5,10.6,97.8,337.1,950.9,,38.4,,43.2,
07.04.2023,273.1,104,74.3,35.4,13,93.6,371,964.3,,33.7,,40.6,
08.04.2023,250,100.8,71.2,35.4,10,89.1,367.2,923.8,,33.7,,37.6,
09.04.2023,264.2,100.6,69.7,35.4,8,87.2,360.3,925.3,,33.7,,36,
10.04.2023,269.3,104.5,68.1,35.4,6.9,88,343.7,916,,33.7,,34.5,
11.04.2023,272.3,104.4,72,35.4,8.5,91.6,365.7,949.9,,36,,36,
12.04.2023,271,104.7,80.3,35.9,7.4,91.4,372.7,963.4,,37.8,,42.5,
13.04.2023,272.2,110.3,81.5,35.4,6.3,97,330.1,932.8,,37.9,,43.6,
14.04.2023,272.1,110.4,77.1,35.4,7.9,97,383.7,983.6,,38.4,,38.7,
15.04.2023,274.3,105.8,70.6,35.4,7.5,91.6,384.9,970.2,,35,,35.6,
16.04.2023,274.5,108,71.1,35.4,7.4,93.5,391.5,981.4,,35.1,,36,
17.04.2023,266.5,111.6,75.8,35.9,10.1,94.5,413.5,1007.9,,37.3,,38.5,
18.04.2023,268.7,114.9,82.4,35.9,9,93.1,418,1022,,38.3,,44.1,
19.04.2023,258.8,112.8,83.2,35.9,9,79.3,456.2,1035.2,,38.1,,45.2,
20.04.2023,265.5,113.1,82.7,34.4,8,89.1,465.9,1058.7,,38.3,,44.4,
21.04.2023,265.2,112.9,79.3,35.9,8,86.2,452.1,1039.6,,38.2,,41,
22.04.2023,270.9,113.1,68.3,35.9,6.4,78.2,420.5,993.2,,35.3,,33,
23.04.2023,271.6,112.2,67.2,36,6.4,73.2,413.8,980.4,,35.3,,32,
24.04.2023,276.3,113,69.9,35.6,9.6,78.8,453.1,1036.3,,36.5,,33.4,
25.04.2023,269.7,110.6,67.2,35.8,9.6,84.9,444.5,1022.4,,36.5,,30.7,
26.04.2023,273.2,110.6,67.3,32.5,9.5,83.2,445.2,1021.5,,36.9,,30.4,
27.04.2023,271.3,112.2,69.2,32.5,9.6,85.7,447.1,1027.5,,38.3,,30.9,
28.04.2023,267.1,113.1,69.1,32.6,6.4,94,445.6,1027.9,,38.3,,30.8,
29.04.2023,263.7,111.2,60.3,32.2,9.6,87.9,419.4,984.2,,34,,26.2,
30.04.2023,264.8,112.5,58.9,32.2,9.5,84.3,421.7,984,,33.8,,25.1,
01.05.2023,265.1,111.6,61.3,32.3,0,85.8,401.4,957.5,,33.9,,27.4,
02.05.2023,269.2,97.1,65.4,33.5,0,83.3,419.5,968,,36.6,,28.8,
03.05.2023,272.6,96.1,67.7,36.2,0,90.8,399.8,963.2,,38.1,,29.6,
04.05.2023,270.8,95.5,67.1,31.3,0,90.6,414,969.4,,38.3,,28.8,
05.05.2023,231.9,95.8,67.2,32.4,0,94.1,434.2,955.6,,38.2,,29,
06.05.2023,251,95.2,62.1,32.4,0,88.4,390.4,919.6,,37,,25.1,
07.05.2023,262.1,95.3,62.2,32.4,0,86.9,374.6,913.5,,37.2,,25,
08.05.2023,259.6,95.2,66.3,32.4,0,88,386.4,927.8,,37.1,,29.2,
09.05.2023,263.8,96.2,59.9,32.4,0,92.4,364.3,909,,30.3,,29.6,
10.05.2023,264.4,114.6,67.3,32.5,0,85,356.5,920.4,,37.9,,29.4,
11.05.2023,265.1,116,68.3,32.6,0,90.8,355.5,928.3,,38.3,,30,
12.05.2023,263.9,93.7,66.7,32.5,0,85.5,398,940.4,,38.5,,28.2,
13.05.2023,269.3,111.7,62.9,32.5,2.1,81.8,401.1,961.5,,38.2,,24.7,
14.05.2023,271.1,112.7,61.1,32.5,1.1,80.1,392.8,951.3,,38.3,,22.9,
15.05.2023,255.3,93.8,63.6,32.5,3.2,89.5,404.4,942.2,,38.2,,25.4,
16.05.2023,245.5,111.5,63.7,29.2,3.2,95.1,368,916.2,,38.6,,25.1,
17.05.2023,260.2,114.6,63.9,32.2,10.6,89.2,405.8,976.4,,38.7,,25.2,
18.05.2023,258.2,90,64.4,32.1,21.5,83.6,405.9,955.9,,38.7,,25.7,
19.05.2023,227,86.5,63.5,32.2,16.1,89.6,413.1,928,,38.7,,24.7,
20.05.2023,221.5,85.5,59.6,32.1,17.2,90.9,390.2,897,,38.5,,21.1,
21.05.2023,220.7,82.2,60,32.2,18.6,90,395.1,898.7,,38.5,,21.5,
22.05.2023,221.7,59.2,57.8,32.1,17,93,376.9,857.8,,38,,19.8,
23.05.2023,220.9,56.8,58.5,32.1,16.6,92.4,388.9,866.1,,38.4,,20.1,
24.05.2023,218.8,57.5,58.7,32.1,16.6,93.7,399.3,876.6,,38.5,,20.1,
25.05.2023,222.5,56.4,58.3,32.1,17,89.3,393.8,869.5,,38.5,,19.8,
26.05.2023,223.9,56.7,58.8,33.8,17,90.1,393.2,873.5,,38.5,,20.3,
27.05.2023,222.3,57,57.8,34,14,75.6,407.5,868.2,,38.6,,19.2,
28.05.2023,219.5,57,57.3,32.5,17.5,70,404.3,858.1,,38.6,,18.7,
29.05.2023,216.9,56.1,57.5,32.4,12.8,78.2,419.9,873.8,,38.5,,19,
30.05.2023,217.8,55.9,57.2,32.4,14.9,81.4,396.7,856.3,,37.9,,19.3,
31.05.2023,216.7,54.9,57.6,32.1,11.7,83,383.7,839.7,,38.5,,19.1,
01.06.2023,206.2,97.8,63.1,32.1,13.9,65.9,385.2,864.3,,38.4,,24.7,
02.06.2023,217.5,96.6,24.4,32.2,11.7,59.6,372.9,814.9,,0,,24.4,
03.06.2023,219.8,96.3,61,32.1,9,55.6,344.8,818.6,,38.5,,22.6,
04.06.2023,223.2,96.1,58.4,32.1,9,50.5,353.6,823,,38.4,,20,
05.06.2023,226.5,90.9,38.3,32.1,8.4,57.7,386.4,840.3,,38,,0.2,
06.06.2023,219.9,89.3,38.9,32.1,6.8,44,384.7,815.9,,38.7,,0.2,
07.06.2023,217.3,88.9,38.8,32.1,6.8,32.5,385.3,801.7,,38.8,,0,
08.06.2023,218,90.9,19.4,32.1,6.8,46.1,383.5,796.9,,19.4,,0,
09.06.2023,215.9,90.5,35.3,32.2,6.8,52.1,387.8,820.6,,35.3,,0,
10.06.2023,220.6,90.8,38.5,32.1,6.8,40.3,384.4,813.5,,38.5,,0,
11.06.2023,226.5,89.1,40.4,32.1,6.9,33.1,390,818.1,,40.4,,0,
12.06.2023,242.5,90.7,63.6,32.1,5.3,31.8,427.9,893.9,,40.3,,23.3,
13.06.2023,246.3,90,28.9,32.1,5.3,30.1,427.6,860.4,,0,,28.9,
14.06.2023,249.1,89.8,56.2,30,6.8,21.4,427.3,880.7,,27.5,,28.7,
15.06.2023,238.4,93.4,34.2,32.1,6.8,25.2,426,856.2,,0,,34.2,
16.06.2023,241.1,71.2,79.3,32.4,5.8,20.8,460.9,911.4,,39,,40.3,
17.06.2023,205.6,71.7,74.8,32.1,5.3,20,420,829.4,,37,,37.8,
18.06.2023,242.7,79.3,73,32.1,5.3,15.8,421.1,869.3,,37,,36,
19.06.2023,230.7,75.7,71.2,32.1,6.3,22.4,441.8,880.3,,34.9,,36.3,
20.06.2023,229.6,82.4,76.1,32.1,7.4,29.3,403.7,860.5,,38.5,,37.7,
21.06.2023,208.7,76.3,77.1,32.4,5.3,28.2,403.2,831.2,,38.5,,38.6,
22.06.2023,211.7,85.5,77,32.5,5.8,29.8,368.7,811.1,,39.1,,37.9,
23.06.2023,219.3,80.4,76.1,32.8,6.9,26,387.2,828.6,,39.1,,37,
24.06.2023,231.5,74.6,72.8,33.3,6.9,27.6,374,820.7,,38.8,,34.1,
25.06.2023,235.4,74.9,73.6,33.3,6.8,28.2,372.7,825,,38.8,,34.9,
26.06.2023,226.4,78.3,75.9,33.3,7.4,35.7,380,837,,38.7,,37.2,
27.06.2023,228.9,79,75.9,34.8,8.4,30.5,375.1,832.5,,38.9,,37,
28.06.2023,230.4,89.9,75.8,36,7.4,48.1,380.8,868.4,,38.7,,37.1,
29.06.2023,222.9,90.4,75.5,35.9,6.3,47.7,367.1,845.8,,38.9,,36.6,
30.06.2023,227,89.3,77.8,35.8,6.8,50.3,360.4,847.4,,39.1,,38.7,Russia
01.07.2023,225.9,99.4,77,37.1,6.9,36.7,351.2,834.2,,38.3,,38.7,43.23127454
02.07.2023,227.4,97.3,74.2,37.1,5.8,36.1,351,828.9,,38.1,,36,43.6750744
03.07.2023,239.8,98.5,79.5,36.1,7.9,40.1,381.7,883.6,,38.2,,41.3,43.48700871
04.07.2023,244.8,99,84.2,33,5.3,36.5,393.3,896.1,,39.6,,44.6,44.58786805
05.07.2023,251.1,98.3,79.8,33,5.3,36.5,474.9,978.9,,39.5,,40.4,44.700475
06.07.2023,246.7,96.5,82.2,33,5.3,35.8,431.5,931,,38.2,,44.1,45.18061554
07.07.2023,246.6,95.4,83,33,6.4,41.5,413.2,919,,38.2,,44.8,44.54579599
08.07.2023,255.1,94.4,77.9,33,6.9,26.9,398.2,892.3,,35.1,,42.8,43.10773589
09.07.2023,255.6,91.3,75,33,3.7,31.2,395.2,885,,35.1,,39.9,42.79093741
10.07.2023,255.6,93,80.4,33,8.5,33.8,438,942.2,,35,,45.4,43.66666999
11.07.2023,257.5,97,89.3,32.4,6.3,33.9,419.3,935.8,,37.9,,47.8,44.59921749
12.07.2023,258.7,97.4,91.8,32.5,5.3,29.5,442.4,957.6,,40.1,,48.4,44.57446743
13.07.2023,254.4,97.2,87.8,33.1,5.3,31.9,438.7,948.4,,35.9,,48.1,45.16341754
14.07.2023,249.3,98.3,93.9,32.5,5.3,40,402.4,921.7,,38.8,,50.6,44.95382591
15.07.2023,264,97.8,84.5,31.3,7.4,43.5,365.8,894.2,,32.3,,47.7,41.74005847
16.07.2023,266.5,96.2,72.7,31.3,2.7,50.1,370.4,889.9,,32.4,,36.4,41.32482186
17.07.2023,267.2,97.6,81.2,32.5,7.4,61.1,426.9,974,,34.3,,43.5,42.87636342
18.07.2023,269.1,93.5,80,32.5,6.4,69.9,434.6,985.9,,37.9,,38.6,45.55036513
19.07.2023,262,93.6,87.3,32.5,6.4,64.4,434.8,980.9,,36.5,,47,45.25222755
20.07.2023,266.5,92.2,87.1,32.4,6.5,64.2,418.7,967.6,,36,,47.4,46.06733325
21.07.2023,266.3,87.4,87.7,32.5,6.5,48.8,428.3,957.4,,35,,48.8,46.07111458
22.07.2023,267.2,85.6,82.1,32.4,3.2,60.8,355.5,886.8,,30.2,,47.5,44.24741242
23.07.2023,267.3,82.8,79.6,32.4,3.2,61.9,339.2,866.4,,30.1,,46.6,42.28596716
24.07.2023,271.1,87.6,80.3,32.4,5.4,57.9,393.2,927.8,,33.2,,47.2,42.35334085
25.07.2023,272.1,87.3,86.6,33,5.4,61,366.3,911.7,,37.5,,49.1,44.65865029
26.07.2023,271.2,90.5,82,33,5.4,63.5,381.7,927.3,,35.2,,46.9,44.91843616
27.07.2023,265,94.8,82.2,33,5.4,67,364.7,912.1,,34.2,,48,45.41230389
28.07.2023,264.5,92.3,78,32.4,5.4,61.4,363.6,897.6,,30,,48,45.41113723
29.07.2023,265.8,87.5,74.4,32.3,5.4,68.1,351.3,885,,28.3,,46.1,44.24083572
30.07.2023,265.2,86.6,73.8,32.3,2.2,55.6,365,880.6,,28.3,,45.5,44.80747831
31.07.2023,265.7,91.8,74.6,32.4,5.4,65.2,323.5,858.6,,28.4,,46.2,43.65294009
01.08.2023,264.1,94.2,83,32,2.2,53.2,316,844.8,,32,,51.1,45.00215386
02.08.2023,259.9,94.4,83.9,32.2,2.2,61,306.6,840.2,,32.7,,51.2,45.30521878
03.08.2023,264.3,92.2,83.8,32.3,2.2,49.1,304.5,828.3,,33.1,,50.7,44.58187727
04.08.2023,266.2,95.7,89.6,32.3,2.2,31.5,305.1,822.5,,37.3,,52.2,44.83452918
05.08.2023,266.5,90.3,85.1,32.4,2.2,36.6,280.4,793.4,,35.5,,49.7,44.50252307
06.08.2023,267.8,89.8,83.6,32.3,2.2,33.7,268.9,778.4,,35.6,,48,44.3777288
07.08.2023,268.5,97,84.2,32.4,3.2,37.3,312.9,835.4,,35.4,,48.8,44.26671861
08.08.2023,271.5,97.1,82.8,32.4,3.2,57.2,325.4,869.6,,34.4,,48.4,44.39245582
09.08.2023,269.7,96.7,83.6,32.4,3.2,61.7,316.4,863.7,,35.2,,48.5,44.96725687
10.08.2023,271,97.1,88.3,32.3,2.2,57,300,848,,38.4,,49.9,44.45186173
11.08.2023,269.9,96.5,87.2,32.7,6.5,61.9,296,850.7,,38,,49.2,44.50421474
12.08.2023,268.1,87.7,81.3,32.4,5.4,52.3,279.4,806.5,,36.3,,44.9,44.29944198
13.08.2023,268.6,88.2,79.1,32.4,5.4,50,283.8,807.5,,36.4,,42.8,43.44661884
14.08.2023,266.5,93.4,80.9,32.4,6.4,45.7,299.2,824.4,,36.3,,44.5,43.13894895
15.08.2023,266.3,88.8,83.1,32.4,4.3,40.3,287.9,803,,35,,48.1,44.16976036
16.08.2023,271.2,95.5,90.3,32.4,4.3,55.2,308.5,857.4,,38,,52.3,45.75647526
17.08.2023,270.2,96.3,86.9,32.3,5.4,58.1,313.5,862.6,,36.9,,49.9,45.82038314
18.08.2023,270.9,96.1,84.6,32.4,5.4,66.1,298,853.4,,35.9,,48.6,44.01063411
19.08.2023,270.5,89.8,78.3,32.4,4.3,43.3,272,790.6,,33.1,,45.2,43.12912951
20.08.2023,268.7,91,79,32.4,4.3,51.5,262.8,789.7,,33,,46,45.45924278
21.08.2023,268.2,94.8,85.6,32.4,5.4,42.1,318.8,847.3,,35.3,,50.3,44.44912653
22.08.2023,270.1,96.2,89.3,32.4,7.5,29.4,324.2,849,,38,,51.2,43.1198746
23.08.2023,270.5,96.7,92.7,32.6,7.5,27.4,337.5,864.9,,37.8,,54.9,45.87937407
24.08.2023,257.2,95.5,91.3,33.5,8.5,23.1,339.1,848.2,,37.9,,53.4,43.83795482
25.08.2023,231.2,95.7,88.5,32.4,7.5,18,374.7,848,,36.7,,51.8,43.94196696
26.08.2023,179.5,87,86.9,32.4,4.3,15.5,322.7,728.3,,36.4,,50.5,43.94662566
27.08.2023,179.2,86,86.6,32.4,4.3,15.5,315.8,719.7,,35.8,,50.8,43.31347654
28.08.2023,173.1,94.5,85.4,34.2,7.5,26.1,341.4,762.1,,36.7,,48.6,42.98566402
29.08.2023,150.1,98.9,86.2,32.5,5.3,31.1,341.4,745.5,,39.1,,47,44.12670639
30.08.2023,174.5,100.4,94.3,32.6,5.3,26.6,333.3,767.1,,40.2,,54.1,44.19185946
31.08.2023,174.6,100.4,95.4,32.6,5.3,24.7,349,782,,39.5,,55.9,44.00630085
01.09.2023,163,109.8,82.6,32.4,5.4,22.2,370.2,785.5,,33.2,,49.4,44.87492914
02.09.2023,128.5,104.9,75.1,32,4.3,25.5,338.1,708.4,,32.5,,42.6,43.58201229
03.09.2023,121,102.4,75.3,32.4,4.3,22.2,333.6,691,,32.4,,42.8,42.4978153
04.09.2023,122.3,108.6,77.5,34.2,5.4,20.8,358,726.8,,31.7,,45.9,43.96146544
05.09.2023,130.2,99.8,79.2,32.1,8,14.9,371.6,735.9,,32.3,,46.8,44.17319874
06.09.2023,130.1,99.3,82.9,32.6,9.6,18.4,345.3,718.2,,33.9,,49,44.35883296
07.09.2023,113.8,98.5,81.5,32.4,9.6,18.4,353.9,708.1,,31.7,,49.8,44.19644902
08.09.2023,127.1,98.6,80.4,33.6,9.6,22,342.2,713.6,,32.3,,48.1,44.34123302
09.09.2023,121.7,89.6,78.2,32.1,9.6,25.8,277.6,634.6,,33.3,,44.8,43.1568902
10.09.2023,118.9,83,77.8,36.7,9.6,27.4,266.9,620.4,,33.4,,44.5,43.40070817
11.09.2023,127,84.8,83,36.8,8.6,36.9,316.7,693.8,,34.2,,48.8,43.89574334
12.09.2023,131.7,83.2,85.4,36.8,7.5,36.4,322.3,703.3,,36.2,,49.1,44.31635147
13.09.2023,135.5,93.5,85.8,36.8,8.6,30.8,311.3,702.3,,35.6,,50.1,44.33253546
14.09.2023,142.2,93.5,87.8,33.2,6.4,28.8,334.1,726,,35.3,,52.5,44.44552532
15.09.2023,146.3,109.7,86.6,34.1,6.4,26.6,308,717.9,,33.9,,52.7,45.19358609
16.09.2023,151.4,106,80.5,34.2,5.4,24.4,241.9,643.7,,33,,47.5,42.76000519
17.09.2023,154.7,105.9,78.9,34.2,5.4,26,234.8,639.9,,33.1,,45.8,43.40222733
18.09.2023,171.2,109.8,82.4,33.1,7,22.5,284.5,710.5,,34.2,,48.3,46.91850232
19.09.2023,159,109.2,76.2,36.4,4.8,25.9,304.4,715.9,,35.4,,40.8,44.98882399
20.09.2023,138.2,110.2,75.2,32.9,4.8,41,299,701.4,,34.2,,41,44.72887247
21.09.2023,194.8,110.8,78.5,33.2,4.3,26.9,288.6,737.2,,35,,43.6,44.16065094
22.09.2023,224.1,112,90,33.1,4.3,18.3,285.3,767,,36.3,,53.6,44.72980567
23.09.2023,216,108.2,87,34.5,2.7,15.5,250,713.9,,35.8,,51.2,43.95553467
24.09.2023,209.4,108.7,85.1,34.5,2.7,15.3,266.5,722.2,,35.8,,49.3,44.29774626
25.09.2023,235.4,112.9,87.7,34.5,4.8,25,286.2,786.5,,35.8,,51.9,43.19584066
26.09.2023,223.2,113.4,90.1,34.5,4.8,24.9,308.1,799,,38.2,,51.9,44.27446181
27.09.2023,192,112.8,93.6,34.6,4.8,37.7,310.9,786.4,,38.7,,54.9,45.79196375
28.09.2023,211.8,111.1,91.6,34.5,7.5,39.5,282.6,778.6,,36.2,,55.4,44.58548433
29.09.2023,224.6,111,92.9,35.7,7.5,25.5,293.9,791,,38.5,,54.4,43.66554305
30.09.2023,235,109.7,85.8,33.5,3.7,19.8,282.2,769.7,,36,,49.7,43.41240987
01.10.2023,224.6,83,71.3,34.2,9.1,14.2,286.9,723.4,,33.2,,38.1,39.74821648
02.10.2023,226.3,92.2,75.8,34,5.4,30.1,311.6,775.4,,37.1,,38.7,43.58194651
03.10.2023,228.2,91.9,76.8,34,7.5,26,297.3,761.6,,37.7,,39.1,44.7134505
04.10.2023,245.3,91.6,69.1,34,6.4,24.2,317.5,788,,28.6,,40.4,42.89995491
05.10.2023,254.2,91.7,72.9,34,5.4,32.4,291.1,781.7,,31.2,,41.7,45.30312118
06.10.2023,252.3,90.6,69.6,34,7.5,30.8,330.2,815,,30.4,,39.2,44.67380994
07.10.2023,254.2,65.8,61.7,37.3,5.3,34.6,260.2,719.2,,27.4,,34.3,42.4923927
08.10.2023,257.9,64.3,66.2,37.4,5.3,37,263.2,731.2,,27.3,,38.9,41.56800443
09.10.2023,261,81.3,70.1,37.9,9.6,42.1,350.5,852.5,,26.8,,43.2,41.72466915
10.10.2023,260.8,82.8,83.7,38.7,9.6,41.8,372.1,889.5,,38.1,,45.6,44.83416099
11.10.2023,258.6,88,83.8,31.9,5.4,39.6,354.5,861.7,,37.7,,46.1,44.23092741
12.10.2023,267.4,99,87.4,31.5,3.2,25.4,337.3,851.2,,38.6,,48.9,43.57362687
13.10.2023,267.8,99.2,85.2,33.9,6.4,29.9,321,843.4,,38.5,,46.7,43.45190617
14.10.2023,266.4,87,84.7,38.8,6.4,18.5,288.4,790.3,,38.8,,45.9,44.38386978
15.10.2023,264.4,86.7,86.7,38.9,6.4,23,294.9,801,,39.4,,47.3,45.42926687
16.10.2023,267.4,109.8,91.7,38.9,8.6,21.7,353.7,891.8,,39,,52.7,43.94328358
17.10.2023,265.9,111.5,92.7,38.6,8.6,40.8,333.1,891.2,,39.7,,53,45.08169033
18.10.2023,263.2,111.1,95.6,38.6,10.7,43.1,325,887.3,,40.3,,55.3,46.04667483
19.10.2023,252.2,113.4,94.2,38.7,7.5,44,306.5,856.5,,39.3,,54.9,43.96067078
20.10.2023,262,102.9,93.2,37.5,6.4,43.5,302.5,848.1,,39.1,,54,43.80611418
21.10.2023,252.3,76.5,82.9,37.9,3.8,37.6,305.7,796.8,,37.7,,45.2,44.20869246
22.10.2023,251.6,75.1,84.1,37.8,7,32.9,324.5,813.1,,38.1,,46,43.19903383
23.10.2023,256.4,96.1,90.6,37.8,6.5,46.3,379.9,913.7,,39.2,,51.4,43.47851784
24.10.2023,252.6,103.5,90.1,37.8,3.3,47.8,369.6,904.7,,38.8,,51.3,43.94666105
25.10.2023,256.5,105,94.5,37.7,5.4,45.7,345.2,890,,39.9,,54.6,43.75828739
26.10.2023,255.4,109,93.1,37.7,5.4,43.1,362.5,906.2,,39.9,,53.3,44.33808088
27.10.2023,256.8,97.3,91.3,37.9,6.5,40.7,354.4,884.8,,40.7,,50.5,43.71753315
28.10.2023,255,79.6,83.6,38.9,4.3,35.4,350.6,847.4,,37.1,,46.6,43.59635429
29.10.2023,242.4,79.3,81.7,39,6.5,29.2,343.1,821.1,,37.3,,44.3,41.86708524
30.10.2023,248.2,103.2,89.7,38.9,6.5,25.3,364,875.7,,40.4,,49.2,44.02813002
31.10.2023,218.4,105,88.4,38.9,7.5,20.2,356.6,835,,40.3,,48.1,44.42425316
01.11.2023,248.6,80.8,76.6,37.9,5.4,30.2,359.3,838.8,,38.4,,38.2,43.14250482
02.11.2023,257.6,76.9,63.4,36.8,7.5,42.6,338.9,823.7,,28.6,,34.8,41.15638447
03.11.2023,244.3,74.7,72.6,37.9,6.4,45.8,350.9,832.6,,33.9,,38.8,44.14241698
04.11.2023,251.3,79.1,71.7,37.8,6.4,22.5,333.8,802.7,,36.1,,35.6,42.57067726
05.11.2023,266.3,74.8,75.2,37.8,6.4,18.8,329.7,809,,36.2,,39,42.19181996
06.11.2023,265.9,78.6,79,37.8,9.6,30.2,366.7,867.9,,38.2,,40.9,41.08379499
07.11.2023,264.8,79.3,82.7,37.9,10.7,39.6,401.6,916.7,,41.3,,41.4,43.9600531
08.11.2023,266.9,79.1,81.9,36.7,9.7,40,404.3,918.4,,41.8,,40.1,43.77213497
09.11.2023,270.3,83.1,83.9,36.7,9.6,43.3,418.4,945.3,,40.7,,43.2,43.78070669
10.11.2023,262.2,85,83.3,36.7,8.7,46,430.2,952,,40.7,,42.6,44.01003883
11.11.2023,246.4,94.2,80.2,36.7,8.1,41.7,422.1,929.5,,39.8,,40.4,44.15464301
12.11.2023,245,91.7,80.3,36.7,9.7,42.1,403.1,908.6,,39.7,,40.7,43.44675982
13.11.2023,252.4,88.5,84.7,36.7,11.8,46.6,395.6,916.3,,38.4,,46.3,42.32473095
14.11.2023,253.2,88.3,85.2,36.7,10.6,57.2,376.4,907.6,,40,,45.1,44.07192695
15.11.2023,256.2,88.4,85.6,34.5,8.5,60.1,363.1,896.4,,40.1,,45.5,44.10154993
16.11.2023,268.3,88.1,86.4,35.6,10.6,26.8,406.6,922.5,,40.8,,45.6,44.03828134
17.11.2023,266.3,90.2,87.1,35.1,11.7,31.2,427.3,949,,45.4,,41.7,43.94555061
18.11.2023,267.9,86.1,80.4,37.2,10.1,14.6,387.3,883.8,,42.6,,37.8,43.61712299
19.11.2023,267.5,85.1,80,37.2,8,14.3,393.6,885.6,,42.1,,37.8,42.33149054
20.11.2023,268,86.7,91.3,37.2,12.2,15.6,420.6,931.7,,45.6,,45.7,43.45558286
21.11.2023,270,85.4,95.5,35.4,12.8,21.2,411,931.2,,47.5,,47.9,44.36061682
22.11.2023,271.9,85.5,95.7,34,11.7,15.2,387.3,901.2,,50.2,,45.4,44.69965834
23.11.2023,272.5,86.4,91.7,36.1,13.5,14.9,370.7,886,,48.7,,43,44.28864615
24.11.2023,253.7,93.9,93.2,35.6,15.9,22.2,380.7,895.3,,50.4,,42.8,43.45201787
25.11.2023,259.6,86.9,94.1,32.1,11.2,20.3,381.8,886,,47.4,,46.8,41.45505877
26.11.2023,268.8,86.3,96.3,36.7,11.2,19.3,411.5,930,,47.7,,48.6,41.12454349
27.11.2023,259.5,100.3,96.7,36.7,13.8,22,445.8,974.8,,48.5,,48.1,40.90183839
28.11.2023,249.5,102,105.4,35.3,6.4,25.2,457.1,980.9,,56.9,,48.5,43.72371709
29.11.2023,251.5,101.8,106.2,32.3,10.6,26.1,404,932.6,,58.1,,48,44.00517213
30.11.2023,260,102.6,110.2,31.8,7.5,27.1,407.6,946.6,,63.5,,46.7,44.25250607
01.12.2023,260.9,96.5,106.5,33.1,6.4,26.7,388.3,918.4,,64.6,,41.9,44.24598915
02.12.2023,259.3,92.5,100.5,35.1,5.3,33.2,355,880.9,,61,,39.5,43.53524358
03.12.2023,260.9,89.1,99.5,35.1,6.4,32,363.4,886.4,,60.6,,38.9,43.50461639
04.12.2023,259.9,93,109.1,36.2,10.6,39,408.3,956.2,,62.3,,46.8,43.42143325
05.12.2023,251,97,115,35.6,7.4,39.2,436.3,981.6,,64.6,,50.4,43.73951105
06.12.2023,253.2,97.4,114.8,35.4,6.4,31.6,412.5,951.3,,62.5,,52.3,44.77186598
07.12.2023,256.9,98.2,104.8,36.7,6.4,40,405.6,948.6,,59.8,,44.9,43.99971773
08.12.2023,254.7,91.7,101.8,36.2,6.4,29.3,385.2,905.2,,59.2,,42.5,43.78632989
09.12.2023,250,92.3,107.1,32.9,5.3,14.4,358,860,,58.1,,49,43.98483413
10.12.2023,252.4,89.4,106.2,32.9,5.3,13.3,359.9,859.4,,57.7,,48.5,43.74902845
11.12.2023,256.9,93.2,100.7,33.9,5.3,24.7,379,893.6,,58.2,,42.5,43.31405477
12.12.2023,255.9,93.1,106,32.8,4.3,28.4,371.2,891.7,,58.8,,47.2,44.57335898
13.12.2023,259.2,92.3,106.3,33.2,0,25.9,384.2,901.1,,59.1,,47.2,44.14299323
14.12.2023,262.1,92,103.5,33.1,3.2,44.2,385.9,923.9,,58.8,,44.7,43.15100995
15.12.2023,261.8,90.2,103.8,30.1,6.4,38.9,391.3,922.5,,58.7,,45,44.603191
16.12.2023,269.5,90.5,100.9,30.1,6.4,44,387.9,929.2,,57.1,,43.7,44.56610057
17.12.2023,271.7,90.5,101.1,30.1,8,44.1,388.3,933.8,,57.1,,44,43.68234671
18.12.2023,272.4,90.7,101.9,30.1,9,54,410.6,968.7,,57.2,,44.7,42.62412083
19.12.2023,272.7,87.3,103.2,30.1,7.4,53.3,390.5,944.5,,58.6,,44.7,43.66479486
20.12.2023,271.8,87.9,104,30.1,6.9,50.9,369.7,921.2,,59.7,,44.3,44.28657156
